name;nametype;recclass;mass (g);fall;year;id;reclat;reclong;GeoLocation
Dominion Range 08205;Valid;LL6;17,7;Found;01-janv-08;53051;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08206;Valid;LL6;39;Found;01-janv-08;53052;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08207;Valid;LL6;22,6;Found;01-janv-08;53053;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08208;Valid;LL6;27,1;Found;01-janv-08;53054;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08209;Valid;L6;25,4;Found;01-janv-08;53055;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08210;Valid;LL6;15,9;Found;01-janv-08;53056;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08211;Valid;LL6;12,6;Found;01-janv-08;53057;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08212;Valid;H6;8,2;Found;01-janv-08;53058;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08213;Valid;LL5;9,3;Found;01-janv-08;53059;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08214;Valid;LL5;9,4;Found;01-janv-08;53060;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08215;Valid;LL6;14,6;Found;01-janv-08;53061;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08216;Valid;L6;13;Found;01-janv-08;53062;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08217;Valid;LL6;13,4;Found;01-janv-08;53063;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08218;Valid;L6;18,3;Found;01-janv-08;53064;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08219;Valid;LL6;21,9;Found;01-janv-08;53065;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08220;Valid;L5;9,6;Found;01-janv-08;54019;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08221;Valid;LL6;41,2;Found;01-janv-08;54020;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08222;Valid;LL6;16,6;Found;01-janv-08;54021;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08223;Valid;LL6;21,3;Found;01-janv-08;54022;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08224;Valid;L6;31,6;Found;01-janv-08;54023;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08225;Valid;LL6;21,7;Found;01-janv-08;54024;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08226;Valid;LL6;21,2;Found;01-janv-08;54025;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08227;Valid;L6;20,4;Found;01-janv-08;54026;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08228;Valid;LL6;18,1;Found;01-janv-08;54027;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08229;Valid;LL6;11,2;Found;01-janv-08;54028;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08230;Valid;LL6;29,6;Found;01-janv-08;53066;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08231;Valid;LL6;23,3;Found;01-janv-08;53067;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08232;Valid;LL6;20,4;Found;01-janv-08;53068;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08233;Valid;LL6;18,9;Found;01-janv-08;53069;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08234;Valid;LL5;37,5;Found;01-janv-08;53070;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08235;Valid;LL6;25,8;Found;01-janv-08;53071;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08236;Valid;H6;27,6;Found;01-janv-08;53072;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08237;Valid;LL6;31,3;Found;01-janv-08;53073;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08238;Valid;LL6;29,9;Found;01-janv-08;53074;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08239;Valid;H5;24,2;Found;01-janv-08;53075;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08240;Valid;LL6;37,4;Found;01-janv-08;53076;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08241;Valid;LL6;20,6;Found;01-janv-08;53077;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08242;Valid;H6;25,1;Found;01-janv-08;53078;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08243;Valid;LL6;43,2;Found;01-janv-08;53079;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08244;Valid;LL6;45,4;Found;01-janv-08;53080;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08245;Valid;LL6;42,2;Found;01-janv-08;53081;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08246;Valid;LL6;42,3;Found;01-janv-08;53082;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08247;Valid;LL6;61,7;Found;01-janv-08;53083;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08248;Valid;LL6;32,9;Found;01-janv-08;53084;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08249;Valid;LL5;72,2;Found;01-janv-08;53085;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08250;Valid;L6;22,9;Found;01-janv-08;54029;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08251;Valid;LL6;20;Found;01-janv-08;54030;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08252;Valid;LL6;28,8;Found;01-janv-08;54031;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08253;Valid;LL6;37,9;Found;01-janv-08;54032;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08254;Valid;LL6;25,5;Found;01-janv-08;54033;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08255;Valid;LL6;29,3;Found;01-janv-08;54034;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08256;Valid;LL5;78,5;Found;01-janv-08;54035;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08257;Valid;L5;19,8;Found;01-janv-08;54036;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08258;Valid;LL6;48,4;Found;01-janv-08;54037;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08259;Valid;LL6;64,2;Found;01-janv-08;54038;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08260;Valid;LL6;9;Found;01-janv-08;54039;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08261;Valid;L6;22,6;Found;01-janv-08;54040;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08262;Valid;LL6;15;Found;01-janv-08;54041;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08263;Valid;L5;12,4;Found;01-janv-08;54042;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08264;Valid;L5;8,4;Found;01-janv-08;54043;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08265;Valid;L6;6,2;Found;01-janv-08;54044;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08266;Valid;LL6;30,1;Found;01-janv-08;54045;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08267;Valid;LL6;19,8;Found;01-janv-08;54046;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08268;Valid;LL6;30;Found;01-janv-08;54047;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08269;Valid;LL6;29,3;Found;01-janv-08;54048;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08270;Valid;LL6;29,5;Found;01-janv-08;54049;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08271;Valid;L6;65;Found;01-janv-08;54050;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08272;Valid;LL6;52,7;Found;01-janv-08;54051;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08273;Valid;LL6;56,6;Found;01-janv-08;54052;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08274;Valid;LL6;33,2;Found;01-janv-08;54053;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08275;Valid;LL6;60,9;Found;01-janv-08;54054;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08276;Valid;LL6;36,8;Found;01-janv-08;54055;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08277;Valid;LL6;21;Found;01-janv-08;54056;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08278;Valid;LL6;83,6;Found;01-janv-08;54057;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08279;Valid;LL6;30,9;Found;01-janv-08;54058;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08280;Valid;L6;24;Found;01-janv-08;54059;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08281;Valid;LL6;15,3;Found;01-janv-08;54060;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08282;Valid;LL6;20,8;Found;01-janv-08;54061;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08283;Valid;L6;8,9;Found;01-janv-08;54062;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08285;Valid;LL6;25;Found;01-janv-08;54063;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08286;Valid;LL6;9,5;Found;01-janv-08;54064;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08287;Valid;LL6;12,6;Found;01-janv-08;54065;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08288;Valid;L6;14;Found;01-janv-08;54066;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08289;Valid;LL6;6,4;Found;01-janv-08;54067;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08290;Valid;LL6;24,8;Found;01-janv-08;54068;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08291;Valid;LL6;28,7;Found;01-janv-08;54069;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08292;Valid;LL5;29,2;Found;01-janv-08;54070;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08293;Valid;LL6;20,8;Found;01-janv-08;54071;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08294;Valid;L6;28,7;Found;01-janv-08;54072;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08295;Valid;H5;28,5;Found;01-janv-08;54073;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08296;Valid;L6;23,7;Found;01-janv-08;54074;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08297;Valid;LL6;57,1;Found;01-janv-08;54075;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08298;Valid;LL6;23,9;Found;01-janv-08;54076;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08299;Valid;LL6;22,2;Found;01-janv-08;54077;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08300;Valid;LL6;9,7;Found;01-janv-08;54078;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08302;Valid;L6;15,6;Found;01-janv-08;54079;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08303;Valid;L6;11,1;Found;01-janv-08;54080;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08304;Valid;L5;5,4;Found;01-janv-08;54081;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08305;Valid;L5;5,6;Found;01-janv-08;54082;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08306;Valid;L6;13,3;Found;01-janv-08;53086;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08307;Valid;L5;9,6;Found;01-janv-08;54083;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08308;Valid;L6;2,8;Found;01-janv-08;54084;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08309;Valid;LL6;9,2;Found;01-janv-08;54085;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08310;Valid;LL6;4,9;Found;01-janv-08;54086;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08311;Valid;L6;3,4;Found;01-janv-08;54087;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08312;Valid;LL6;12,9;Found;01-janv-08;53087;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08313;Valid;L5;18,5;Found;01-janv-08;54088;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08314;Valid;L6;12,9;Found;01-janv-08;54089;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08315;Valid;L6;7,3;Found;01-janv-08;54090;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08316;Valid;LL6;20,3;Found;01-janv-08;53088;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08317;Valid;L6;28,2;Found;01-janv-08;54091;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08318;Valid;L5;7,1;Found;01-janv-08;54092;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08319;Valid;LL6;19,2;Found;01-janv-08;53089;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08320;Valid;L6;7,1;Found;01-janv-08;54093;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08321;Valid;LL6;14,1;Found;01-janv-08;53090;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08322;Valid;LL6;3;Found;01-janv-08;54094;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08323;Valid;L5;15,9;Found;01-janv-08;54095;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08324;Valid;LL6;12,4;Found;01-janv-08;54096;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08325;Valid;LL6;18,9;Found;01-janv-08;53091;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08326;Valid;LL6;19,1;Found;01-janv-08;53092;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08327;Valid;L5;3,5;Found;01-janv-08;53093;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08328;Valid;LL6;19,5;Found;01-janv-08;53094;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08329;Valid;L5;8,3;Found;01-janv-08;54097;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08330;Valid;L6;18;Found;01-janv-08;52120;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08331;Valid;H6;21;Found;01-janv-08;52121;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08332;Valid;L6;24;Found;01-janv-08;52122;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08333;Valid;LL6;35,6;Found;01-janv-08;52123;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08334;Valid;LL6;19,8;Found;01-janv-08;53095;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08335;Valid;L6;30,6;Found;01-janv-08;53096;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08336;Valid;LL6;26,1;Found;01-janv-08;52124;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08337;Valid;L-imp melt;27,6;Found;01-janv-08;53097;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08338;Valid;L6;19;Found;01-janv-08;52125;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08339;Valid;LL6;34,8;Found;01-janv-08;52126;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08340;Valid;L5;4;Found;01-janv-08;54098;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08341;Valid;LL6;3,4;Found;01-janv-08;54099;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08342;Valid;L6;2,2;Found;01-janv-08;54100;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08343;Valid;LL6;1;Found;01-janv-08;53098;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08344;Valid;L6;11,4;Found;01-janv-08;53099;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08345;Valid;LL6;5,7;Found;01-janv-08;53100;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08346;Valid;LL5;4,1;Found;01-janv-08;53101;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08347;Valid;L6;10,3;Found;01-janv-08;53102;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08348;Valid;LL6;3;Found;01-janv-08;53103;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08349;Valid;L6;6,2;Found;01-janv-08;53104;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08350;Valid;H6;7,2;Found;01-janv-08;52127;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08351;Valid;CO3;26,3;Found;01-janv-08;53105;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08352;Valid;H6;14,6;Found;01-janv-08;52128;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08353;Valid;L5;12,7;Found;01-janv-08;53106;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08354;Valid;L6;6,8;Found;01-janv-08;52129;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08355;Valid;L6;8;Found;01-janv-08;52130;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08356;Valid;LL6;11;Found;01-janv-08;52131;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08357;Valid;L6;8,9;Found;01-janv-08;52132;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08358;Valid;L6;9,5;Found;01-janv-08;52133;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08359;Valid;LL6;21,4;Found;01-janv-08;52134;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08360;Valid;L6;14,6;Found;01-janv-08;54101;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08361;Valid;LL6;38,7;Found;01-janv-08;54102;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08362;Valid;LL6;19,8;Found;01-janv-08;54103;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08363;Valid;LL6;24,3;Found;01-janv-08;54104;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08364;Valid;LL5;21;Found;01-janv-08;54105;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08365;Valid;L6;19;Found;01-janv-08;54106;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08366;Valid;L6;48,7;Found;01-janv-08;54107;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08367;Valid;H6;20,9;Found;01-janv-08;54108;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08368;Valid;LL6;28,5;Found;01-janv-08;54109;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08369;Valid;LL6;18;Found;01-janv-08;54110;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08370;Valid;L6;4,4;Found;01-janv-08;52135;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08371;Valid;H6;5,2;Found;01-janv-08;52136;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08372;Valid;Ureilite;6,6;Found;01-janv-08;53107;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08373;Valid;H6;4,1;Found;01-janv-08;52137;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08374;Valid;H6;4,3;Found;01-janv-08;52138;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08375;Valid;LL6;1,9;Found;01-janv-08;52139;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08376;Valid;L6;9,1;Found;01-janv-08;52140;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08377;Valid;H5;4,2;Found;01-janv-08;53108;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08378;Valid;H6;5,5;Found;01-janv-08;53109;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08379;Valid;L6;1,2;Found;01-janv-08;52141;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08380;Valid;H6;2,8;Found;01-janv-08;54111;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08381;Valid;H6;3,2;Found;01-janv-08;54112;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08382;Valid;H6;2,3;Found;01-janv-08;54113;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08383;Valid;H6;2,1;Found;01-janv-08;54114;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08384;Valid;LL6;2,6;Found;01-janv-08;54115;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08385;Valid;L3;2,5;Found;01-janv-08;54116;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08386;Valid;LL6;4,9;Found;01-janv-08;54117;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08387;Valid;LL6;5,7;Found;01-janv-08;53110;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08388;Valid;L6;6,1;Found;01-janv-08;54118;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08389;Valid;L6;2,5;Found;01-janv-08;54119;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08390;Valid;H5;83,3;Found;01-janv-08;53111;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08391;Valid;H6;80,6;Found;01-janv-08;52142;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08392;Valid;L6;79,1;Found;01-janv-08;53112;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08393;Valid;LL6;34,2;Found;01-janv-08;52143;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08394;Valid;LL6;42,4;Found;01-janv-08;52144;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08395;Valid;LL6;53,2;Found;01-janv-08;52145;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08396;Valid;LL5;44,8;Found;01-janv-08;52146;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08397;Valid;L-imp melt;68,8;Found;01-janv-08;53113;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08398;Valid;LL5;59,7;Found;01-janv-08;52147;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08399;Valid;L6;85,5;Found;01-janv-08;52148;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08400;Valid;L6;49,9;Found;01-janv-08;54120;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08401;Valid;L5;97,9;Found;01-janv-08;54121;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08402;Valid;L5;55,8;Found;01-janv-08;54122;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08403;Valid;L5;78,7;Found;01-janv-08;54123;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08404;Valid;L6;70,3;Found;01-janv-08;54124;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08405;Valid;L5;92,8;Found;01-janv-08;54125;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08406;Valid;L5;45,9;Found;01-janv-08;54126;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08407;Valid;L6;115,6;Found;01-janv-08;54127;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08408;Valid;LL6;71,3;Found;01-janv-08;54128;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08409;Valid;LL5;76,5;Found;01-janv-08;54129;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08410;Valid;L6;29,3;Found;01-janv-08;54130;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08411;Valid;LL5;47,4;Found;01-janv-08;52149;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08412;Valid;LL5;37,7;Found;01-janv-08;52150;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08413;Valid;LL5;32,5;Found;01-janv-08;52151;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08414;Valid;H6;42;Found;01-janv-08;52152;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08415;Valid;L6;42;Found;01-janv-08;52153;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08416;Valid;LL5;82;Found;01-janv-08;52154;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08417;Valid;L6;31,5;Found;01-janv-08;52155;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08418;Valid;L6;29,6;Found;01-janv-08;52156;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08419;Valid;L5;93;Found;01-janv-08;52157;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08420;Valid;LL6;54,8;Found;01-janv-08;54131;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08421;Valid;LL6;49,1;Found;01-janv-08;54132;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08422;Valid;LL6;17,9;Found;01-janv-08;54133;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08423;Valid;LL5;24,9;Found;01-janv-08;54134;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08424;Valid;LL6;53,1;Found;01-janv-08;54135;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08425;Valid;LL6;31,4;Found;01-janv-08;54136;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08426;Valid;LL6;24,8;Found;01-janv-08;54137;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08427;Valid;LL6;45;Found;01-janv-08;54138;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08428;Valid;LL6;19,7;Found;01-janv-08;54139;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08429;Valid;LL6;23,3;Found;01-janv-08;54140;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08430;Valid;LL5;108,7;Found;01-janv-08;52158;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08431;Valid;LL6;128,9;Found;01-janv-08;52159;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08432;Valid;LL5;59,8;Found;01-janv-08;52160;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08433;Valid;LL5;65,9;Found;01-janv-08;52161;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08434;Valid;LL6;85,6;Found;01-janv-08;52162;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08435;Valid;H6;60,5;Found;01-janv-08;52163;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08436;Valid;LL5;147,3;Found;01-janv-08;52164;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08437;Valid;LL6;45,5;Found;01-janv-08;52165;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08438;Valid;LL6;113,1;Found;01-janv-08;52166;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08439;Valid;LL6;106,2;Found;01-janv-08;52167;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08440;Valid;L5;29,7;Found;01-janv-08;53114;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08441;Valid;L6;12,7;Found;01-janv-08;53115;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08442;Valid;H5;14,2;Found;01-janv-08;53116;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08443;Valid;L5;20,1;Found;01-janv-08;53117;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08444;Valid;L5;36,8;Found;01-janv-08;53118;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08445;Valid;L6;12,3;Found;01-janv-08;53119;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08446;Valid;L5;25,8;Found;01-janv-08;53120;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08447;Valid;L6;18,6;Found;01-janv-08;53121;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08448;Valid;LL5;57,6;Found;01-janv-08;53122;0.000000;0.000000;(0.000000, 0.000000)
Dominion Range 08449;Valid;LL6;40,5;Found;01-janv-08;53123;0.000000;0.000000;(0.000000, 0.000000)
