name;nametype;recclass;mass (g);fall;year;id;reclat;reclong;GeoLocation
Chelyabinsk;Valid;LL5;100000;Fell;01-janv-13;57165;54.816670;61.116670;(54.816670, 61.116670)
Battle Mountain;Valid;L6;2900;Fell;01-janv-12;56133;40.668130;-117.189130;(40.668130, -117.189130)
Sutter's Mill;Valid;C;992,5;Fell;01-janv-12;55529;38.803890;-120.908060;(38.803890, -120.908060)
Antelope;Valid;H4;754;Found;01-janv-12;57455;40.901830;-118.544650;(40.901830, -118.544650)
Catalina 009;Valid;CR2;5,2;Found;01-janv-12;57173;-25.233330;-69.716670;(-25.233330, -69.716670)
Jiddat al Harasis 799;Valid;LL6;212;Found;01-janv-12;57428;19.772780;56.389820;(19.772780, 56.389820)
Johannesburg;Valid;H4;63;Found;01-janv-12;55765;35.377880;-117.637280;(35.377880, -117.637280)
Ksar Ghilane 010;Valid;L5;50,1;Found;01-janv-12;55605;32.806000;9.833000;(32.806000, 9.833000)
Ksar Ghilane 011;Valid;L4;25,6;Found;01-janv-12;55606;32.891000;9.913000;(32.891000, 9.913000)
Los Vientos 028;Valid;H~5;12110;Found;01-janv-12;57338;-24.683330;-69.766670;(-24.683330, -69.766670)
Mandalay Spring;Valid;L6;2854;Found;01-janv-12;57454;40.892010;-118.553190;(40.892010, -118.553190)
Boumdeid (2011);Valid;L6;3599;Fell;01-janv-11;57167;17.174930;-11.341330;(17.174930, -11.341330)
So?tmany;Valid;L6;1066;Fell;01-janv-11;53829;54.008830;22.005000;(54.008830, 22.005000)
Thika;Valid;L6;14200;Fell;01-janv-11;54493;-1.002780;37.150280;(-1.002780, 37.150280)
Tissint;Valid;Martian (shergottite);7000;Fell;01-janv-11;54823;29.481950;-7.611230;(29.481950, -7.611230)
Alkali Flat;Valid;L5;28;Found;01-janv-11;55662;32.306000;-108.903800;(32.306000, -108.903800)
Anthony Gap;Valid;L6;347,36;Found;01-janv-11;56391;32.005840;-106.560280;(32.005840, -106.560280)
Benešov (a);Valid;LL3.5;9,72;Found;01-janv-11;54854;49.766670;14.633330;(49.766670, 14.633330)
Benešov (b);Valid;H5;1,54;Found;01-janv-11;54855;49.766670;14.633330;(49.766670, 14.633330)
Biduna Blowhole 002;Valid;L4;13;Found;01-janv-11;54929;-31.032970;131.285470;(-31.032970, 131.285470)
Biduna Blowhole 003;Valid;L6;0,4;Found;01-janv-11;54930;-31.019640;131.303940;(-31.019640, 131.303940)
Biduna Blowhole 004;Valid;H5;114,5;Found;01-janv-11;56590;-31.032780;131.285530;(-31.032780, 131.285530)
Catalina 008;Valid;CO3;98;Found;01-janv-11;57172;-25.233330;-69.716670;(-25.233330, -69.716670)
Catalina 035;Valid;H~5;904;Found;01-janv-11;57328;-25.233330;-69.716670;(-25.233330, -69.716670)
Catalina 036;Valid;H~5;42;Found;01-janv-11;57329;-25.233330;-69.716670;(-25.233330, -69.716670)
Dhofar 1643;Valid;L6;122,2;Found;01-janv-11;55519;19.289670;54.550920;(19.289670, 54.550920)
Dhofar 1644;Valid;H6;11,8;Found;01-janv-11;55520;18.951080;54.515060;(18.951080, 54.515060)
Dhofar 1645;Valid;H6;48,5;Found;01-janv-11;55521;18.915670;54.495190;(18.915670, 54.495190)
Dhofar 1646;Valid;L6;66,9;Found;01-janv-11;55522;18.936720;54.476000;(18.936720, 54.476000)
Dhofar 1647;Valid;H6;444;Found;01-janv-11;55565;19.137030;54.824780;(19.137030, 54.824780)
Dhofar 1648;Valid;LL5/6;262;Found;01-janv-11;55566;19.170980;54.690080;(19.170980, 54.690080)
Dhofar 1649;Valid;L6;143;Found;01-janv-11;55567;19.045620;54.581780;(19.045620, 54.581780)
Dhofar 1650;Valid;H6;930;Found;01-janv-11;55568;19.058220;54.571920;(19.058220, 54.571920)
Dhofar 1651;Valid;L6;2170;Found;01-janv-11;55569;18.992270;54.471170;(18.992270, 54.471170)
Dhofar 1652;Valid;L6;800;Found;01-janv-11;55570;18.723970;54.540600;(18.723970, 54.540600)
Dhofar 1653;Valid;H6;2724;Found;01-janv-11;55571;18.597900;54.450620;(18.597900, 54.450620)
Dhofar 1654;Valid;L5;50000;Found;01-janv-11;55572;18.678770;54.287600;(18.678770, 54.287600)
Dhofar 1655;Valid;L6;1218;Found;01-janv-11;55573;18.397780;54.491280;(18.397780, 54.491280)
Dhofar 1656;Valid;L6;420;Found;01-janv-11;55574;18.334700;54.402600;(18.334700, 54.402600)
Dhofar 1657;Valid;H6;883;Found;01-janv-11;55575;18.360150;54.394370;(18.360150, 54.394370)
Dhofar 1658;Valid;LL6;3150;Found;01-janv-11;55576;18.359670;54.407050;(18.359670, 54.407050)
Dhofar 1659;Valid;L6;3695;Found;01-janv-11;55577;18.360020;54.409720;(18.360020, 54.409720)
Dhofar 1660;Valid;L6;256;Found;01-janv-11;55578;18.886170;54.469050;(18.886170, 54.469050)
Dhofar 1661;Valid;H6;63;Found;01-janv-11;55579;18.991400;54.680270;(18.991400, 54.680270)
Dhofar 1662;Valid;H6;545;Found;01-janv-11;55580;19.105200;54.806020;(19.105200, 54.806020)
Dhofar 1663;Valid;H5;422;Found;01-janv-11;55581;19.139050;54.873530;(19.139050, 54.873530)
Dhofar 1664;Valid;H6;2266;Found;01-janv-11;55582;19.179000;54.932670;(19.179000, 54.932670)
Dhofar 1665;Valid;L3;3687;Found;01-janv-11;56380;19.172770;54.922330;(19.172770, 54.922330)
Dhofar 1666;Valid;L4;1300;Found;01-janv-11;56381;19.180850;54.924700;(19.180850, 54.924700)
Dhofar 1668;Valid;Martian (shergottite);6,1;Found;01-janv-11;55603;18.322000;54.148000;(18.322000, 54.148000)
Dhofar 1670;Valid;H4;590,1;Found;01-janv-11;56096;18.539580;54.573580;(18.539580, 54.573580)
Dhofar 1671;Valid;CV3;40,8;Found;01-janv-11;56105;18.869580;54.229560;(18.869580, 54.229560)
Dhofar 1672;Valid;L4;7,49;Found;01-janv-11;56097;18.732440;54.379360;(18.732440, 54.379360)
Dhofar 1673;Valid;Lunar (feldsp. breccia);15,1;Found;01-janv-11;56106;18.711220;54.160306;(18.711220, 54.160306)
Dhofar 1676;Valid;H4;13,23;Found;01-janv-11;56182;19.433820;54.690430;(19.433820, 54.690430)
Dhofar 1677;Valid;H5;4388;Found;01-janv-11;56183;19.365180;54.515650;(19.365180, 54.515650)
Dhofar 1678;Valid;H6;13,02;Found;01-janv-11;56184;19.362220;54.518930;(19.362220, 54.518930)
Dhofar 1679;Valid;H4;184,3;Found;01-janv-11;56185;19.372430;54.523350;(19.372430, 54.523350)
Dhofar 1680;Valid;H4;29,2;Found;01-janv-11;56186;19.264650;54.497530;(19.264650, 54.497530)
Dhofar 1681;Valid;H5;153;Found;01-janv-11;56187;19.270100;54.497330;(19.270100, 54.497330)
Dhofar 1682;Valid;L6;9,22;Found;01-janv-11;56188;19.645700;54.247530;(19.645700, 54.247530)
Dhofar 1683;Valid;H5;318,6;Found;01-janv-11;56189;19.653950;54.237700;(19.653950, 54.237700)
Dhofar 1684;Valid;H5;199,9;Found;01-janv-11;56190;19.619720;54.148430;(19.619720, 54.148430)
Dhofar 1685;Valid;H5;769,3;Found;01-janv-11;56191;19.619770;54.148070;(19.619770, 54.148070)
Dhofar 1686;Valid;H4;188,6;Found;01-janv-11;56192;19.558380;54.125820;(19.558380, 54.125820)
Dhofar 1687;Valid;L6;394,6;Found;01-janv-11;56193;18.090100;54.087880;(18.090100, 54.087880)
Dhofar 1688;Valid;L5;52,5;Found;01-janv-11;56194;18.185350;54.269000;(18.185350, 54.269000)
Dhofar 1689;Valid;H5;22,3;Found;01-janv-11;56195;18.188000;54.269800;(18.188000, 54.269800)
Dhofar 1690;Valid;H5;700,5;Found;01-janv-11;56196;18.203580;54.295020;(18.203580, 54.295020)
Dhofar 1691;Valid;H5-6;105,5;Found;01-janv-11;56197;18.211350;54.299500;(18.211350, 54.299500)
Dhofar 1692;Valid;L6;1568;Found;01-janv-11;56198;18.388630;54.541100;(18.388630, 54.541100)
Dhofar 1693;Valid;L4;1049;Found;01-janv-11;56199;18.462530;54.653350;(18.462530, 54.653350)
Dhofar 1725;Valid;L5;263;Found;01-janv-11;57432;19.186870;54.881700;(19.186870, 54.881700)
Dhofar 1726;Valid;H3;1050;Found;01-janv-11;56423;19.182300;54.887550;(19.182300, 54.887550)
Dhofar 1727;Valid;H6;453;Found;01-janv-11;56354;19.139520;54.665580;(19.139520, 54.665580)
Dhofar 1728;Valid;L6;1140;Found;01-janv-11;56355;18.984200;54.645070;(18.984200, 54.645070)
Dhofar 1729;Valid;H6;482;Found;01-janv-11;56356;19.003180;54.611000;(19.003180, 54.611000)
Dhofar 1730;Valid;H6;1763;Found;01-janv-11;56357;18.492220;54.181400;(18.492220, 54.181400)
Dhofar 1731;Valid;H5;2222;Found;01-janv-11;56358;18.570530;54.164000;(18.570530, 54.164000)
Dhofar 1732;Valid;L6;782;Found;01-janv-11;56359;19.115820;54.596030;(19.115820, 54.596030)
Dhofar 1733;Valid;L3;7700;Found;01-janv-11;57433;19.158230;54.886680;(19.158230, 54.886680)
Dhofar 1753;Valid;LL7;21,5;Found;01-janv-11;56591;19.245280;54.462780;(19.245280, 54.462780)
El Médano 042;Valid;L6;22,6;Found;01-janv-11;55697;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 043;Valid;H4;24,8;Found;01-janv-11;55698;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 044;Valid;L6;44,4;Found;01-janv-11;55699;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 045;Valid;H5;319;Found;01-janv-11;55700;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 046;Valid;H4;40,1;Found;01-janv-11;55701;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 047;Valid;H4;57,9;Found;01-janv-11;55702;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 048;Valid;H5;118;Found;01-janv-11;55703;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 049;Valid;H4;138;Found;01-janv-11;55704;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 050;Valid;H5;52;Found;01-janv-11;55705;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 051;Valid;L6;28,9;Found;01-janv-11;55706;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 052;Valid;H5;66,5;Found;01-janv-11;55707;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 053;Valid;H4/5;17,9;Found;01-janv-11;55708;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 054;Valid;H5;46,5;Found;01-janv-11;55709;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 055;Valid;H6;34,3;Found;01-janv-11;55710;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 056;Valid;CK5;180;Found;01-janv-11;56280;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 059;Valid;H4;27;Found;01-janv-11;56171;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 060;Valid;H3;29;Found;01-janv-11;56313;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 061;Valid;H5;57;Found;01-janv-11;56172;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 062;Valid;L6;22;Found;01-janv-11;56173;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 063;Valid;H4;23;Found;01-janv-11;56174;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 064;Valid;H4;22;Found;01-janv-11;56175;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 065;Valid;H5;11,5;Found;01-janv-11;56176;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 066;Valid;H5;15,8;Found;01-janv-11;56177;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 067;Valid;L6;20,4;Found;01-janv-11;56178;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 068;Valid;H4;125;Found;01-janv-11;56179;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 069;Valid;H6;65;Found;01-janv-11;56180;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 070;Valid;L6;51;Found;01-janv-11;56371;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 071;Valid;H5;163;Found;01-janv-11;56372;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 072;Valid;H4;19,9;Found;01-janv-11;56373;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 073;Valid;LL6;67;Found;01-janv-11;56374;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 074;Valid;H4;42,4;Found;01-janv-11;56375;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 075;Valid;L4;186;Found;01-janv-11;56376;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 076;Valid;H5;14,1;Found;01-janv-11;56377;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 077;Valid;L4;72;Found;01-janv-11;56588;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 078;Valid;L6;1228;Found;01-janv-11;56378;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 079;Valid;H5;230;Found;01-janv-11;56379;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 080;Valid;L6;24,5;Found;01-janv-11;56592;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 081;Valid;H4;13,4;Found;01-janv-11;56593;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 082;Valid;H5;22,5;Found;01-janv-11;56594;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 083;Valid;H5;12,6;Found;01-janv-11;56595;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 084;Valid;H5;45;Found;01-janv-11;56596;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 085;Valid;H4;12,9;Found;01-janv-11;56597;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 086;Valid;H4;1258;Found;01-janv-11;56598;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 087;Valid;H4;13,9;Found;01-janv-11;56599;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 088;Valid;L6;10,1;Found;01-janv-11;56600;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 089;Valid;L6;296;Found;01-janv-11;56601;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 090;Valid;L6;18,8;Found;01-janv-11;56602;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 091;Valid;H5;17,8;Found;01-janv-11;56603;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 092;Valid;H6;289;Found;01-janv-11;56604;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 093;Valid;H4-6;51,8;Found;01-janv-11;56605;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 094;Valid;L6;35,3;Found;01-janv-11;56606;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 095;Valid;LL6;72;Found;01-janv-11;56607;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 096;Valid;Acapulcoite;11,1;Found;01-janv-11;56689;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 097;Valid;L5-6;229;Found;01-janv-11;56608;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 098;Valid;L6;135;Found;01-janv-11;56609;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 099;Valid;H5;10,5;Found;01-janv-11;56610;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 100;Valid;C2-ung;1,8;Found;01-janv-11;57139;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 101;Valid;L6;19,1;Found;01-janv-11;56634;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 102;Valid;H4/5;65;Found;01-janv-11;56635;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 103;Valid;LL6;61;Found;01-janv-11;56636;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 104;Valid;LL5;27;Found;01-janv-11;56637;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 105;Valid;H5/6;16,7;Found;01-janv-11;56638;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 106;Valid;H5/6;91;Found;01-janv-11;56639;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 107;Valid;H5/6;10,3;Found;01-janv-11;56640;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 108;Valid;H4;15,5;Found;01-janv-11;56641;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 109;Valid;H3;13,1;Found;01-janv-11;56722;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 110;Valid;LL6;28,8;Found;01-janv-11;56642;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 111;Valid;H5;139;Found;01-janv-11;56657;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 112;Valid;H5;23;Found;01-janv-11;56658;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 113;Valid;L6;37;Found;01-janv-11;56659;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 114;Valid;H5;24,4;Found;01-janv-11;56660;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 115;Valid;H5;84;Found;01-janv-11;56661;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 116;Valid;H6;46;Found;01-janv-11;56662;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 117;Valid;L6;52;Found;01-janv-11;56663;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 118;Valid;H5;161;Found;01-janv-11;56664;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 120;Valid;H5;24,2;Found;01-janv-11;56666;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 121;Valid;H5;333;Found;01-janv-11;56667;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 122;Valid;L5/6;55;Found;01-janv-11;56668;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 123;Valid;H5;22,1;Found;01-janv-11;56669;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 124;Valid;H5;39;Found;01-janv-11;56670;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 125;Valid;L6;93;Found;01-janv-11;56690;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 126;Valid;H5;584;Found;01-janv-11;56691;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 127;Valid;H5;130;Found;01-janv-11;56692;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 128;Valid;L6;556;Found;01-janv-11;56693;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 129;Valid;L6;27,8;Found;01-janv-11;56694;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 130;Valid;L6;43,6;Found;01-janv-11;56695;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 131;Valid;H4;106;Found;01-janv-11;56696;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 132;Valid;H4;670;Found;01-janv-11;56697;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 133;Valid;LL6;397;Found;01-janv-11;56698;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 134;Valid;H5;20,5;Found;01-janv-11;56699;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 135;Valid;L6;71;Found;01-janv-11;56700;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 136;Valid;L5;57;Found;01-janv-11;56701;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 137;Valid;H5;37;Found;01-janv-11;56702;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 138;Valid;L6;17,9;Found;01-janv-11;56703;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 139;Valid;H5;11,3;Found;01-janv-11;56704;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 140;Valid;H4/5;11,5;Found;01-janv-11;56705;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 141;Valid;L6;752;Found;01-janv-11;56706;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 142;Valid;L6;20,5;Found;01-janv-11;56717;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 143;Valid;H4;59;Found;01-janv-11;56707;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 144;Valid;L4;87;Found;01-janv-11;56708;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 145;Valid;H5;20,4;Found;01-janv-11;56709;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 146;Valid;H4;10,9;Found;01-janv-11;56710;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 147;Valid;L6;19,9;Found;01-janv-11;56711;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 148;Valid;H5;298;Found;01-janv-11;56712;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 149;Valid;H5;99;Found;01-janv-11;56713;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 150;Valid;L6;56;Found;01-janv-11;56714;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 151;Valid;H4;12,6;Found;01-janv-11;56715;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 152;Valid;H4;45;Found;01-janv-11;56716;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 154;Valid;L6;1047;Found;01-janv-11;57187;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 155;Valid;H6;517;Found;01-janv-11;57188;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 156;Valid;L6;161;Found;01-janv-11;57189;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 157;Valid;H4;620;Found;01-janv-11;57190;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 158;Valid;H4;38;Found;01-janv-11;57306;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 159;Valid;L6;12,3;Found;01-janv-11;57307;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 160;Valid;H6;88;Found;01-janv-11;57308;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 161;Valid;H5;91;Found;01-janv-11;57309;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 162;Valid;L4;147;Found;01-janv-11;57310;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 163;Valid;L6;20,4;Found;01-janv-11;57311;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 164;Valid;H5;282;Found;01-janv-11;57312;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 165;Valid;L6;53;Found;01-janv-11;57313;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 166;Valid;L5;42;Found;01-janv-11;57314;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 167;Valid;H4;163;Found;01-janv-11;57315;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 168;Valid;L6;6,7;Found;01-janv-11;57316;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 169;Valid;L6;228;Found;01-janv-11;57317;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 170;Valid;L4;3893;Found;01-janv-11;57318;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 171;Valid;H~5;1821;Found;01-janv-11;57319;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 172;Valid;H~5;1097;Found;01-janv-11;57320;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 173;Valid;L~6;448;Found;01-janv-11;57321;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 174;Valid;L~6;434;Found;01-janv-11;57322;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 175;Valid;L~6;147;Found;01-janv-11;57323;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 176;Valid;L6;64;Found;01-janv-11;57324;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 177;Valid;H~5;1198;Found;01-janv-11;57325;-24.850000;-70.533330;(-24.850000, -70.533330)
El Médano 178;Valid;H~5;5758;Found;01-janv-11;57326;-24.850000;-70.533330;(-24.850000, -70.533330)
El Mirage Dry Lake 004;Valid;LL6;271;Found;01-janv-11;54570;34.657830;-117.598920;(34.657830, -117.598920)
Frontier Mountain 10002;Valid;H6;2,7;Found;01-janv-11;54799;-72.952900;160.479650;(-72.952900, 160.479650)
Frontier Mountain 10003;Valid;L3;2,9;Found;01-janv-11;54844;-72.952680;160.482130;(-72.952680, 160.482130)
Frontier Mountain 10015;Valid;H4;3,5;Found;01-janv-11;54800;-72.952150;160.501550;(-72.952150, 160.501550)
Frontier Mountain 10018;Valid;H6;2,6;Found;01-janv-11;54801;-72.952050;160.487200;(-72.952050, 160.487200)
Frontier Mountain 10019;Valid;H4;4,3;Found;01-janv-11;54802;-72.952300;160.503800;(-72.952300, 160.503800)
Frontier Mountain 10024;Valid;H5;3,9;Found;01-janv-11;54803;-72.952020;160.506180;(-72.952020, 160.506180)
Frontier Mountain 10027;Valid;H5;4;Found;01-janv-11;54804;-72.952020;160.506180;(-72.952020, 160.506180)
Frontier Mountain 10028;Valid;H4;0,9;Found;01-janv-11;54845;-72.952430;160.490850;(-72.952430, 160.490850)
Frontier Mountain 10035;Valid;H6;2,5;Found;01-janv-11;54805;-72.951900;160.519570;(-72.951900, 160.519570)
Frontier Mountain 10041;Valid;H6;0,4;Found;01-janv-11;54806;-72.952350;160.483650;(-72.952350, 160.483650)
Frontier Mountain 10044;Valid;H4;15,2;Found;01-janv-11;54846;-72.964180;160.510730;(-72.964180, 160.510730)
Frontier Mountain 10057;Valid;H3;3;Found;01-janv-11;54847;-72.951830;160.506780;(-72.951830, 160.506780)
Frontier Mountain 10062;Valid;L6;0,6;Found;01-janv-11;54807;-72.950500;160.463600;(-72.950500, 160.463600)
Frontier Mountain 10063;Valid;Ureilite;13,1;Found;01-janv-11;54877;-72.950770;160.458400;(-72.950770, 160.458400)
Frontier Mountain 10066;Valid;L6;1,9;Found;01-janv-11;54808;-72.951630;160.450170;(-72.951630, 160.450170)
Frontier Mountain 10069;Valid;Ureilite;11,4;Found;01-janv-11;54878;-72.953300;160.446030;(-72.953300, 160.446030)
Frontier Mountain 10074;Valid;H6;3,9;Found;01-janv-11;54809;-72.952120;160.464580;(-72.952120, 160.464580)
Frontier Mountain 10075;Valid;H6;2,1;Found;01-janv-11;54810;-72.952120;160.464580;(-72.952120, 160.464580)
Frontier Mountain 10076;Valid;H4;2,5;Found;01-janv-11;54811;-72.966630;160.527620;(-72.966630, 160.527620)
Frontier Mountain 10077;Valid;H6;3,5;Found;01-janv-11;54812;-72.966630;160.527620;(-72.966630, 160.527620)
Frontier Mountain 10080;Valid;L6;0,3;Found;01-janv-11;54813;-72.952400;160.503300;(-72.952400, 160.503300)
Frontier Mountain 10083;Valid;LL3;5,9;Found;01-janv-11;54879;-72.951280;160.515420;(-72.951280, 160.515420)
Frontier Mountain 10084;Valid;H5;1;Found;01-janv-11;54814;-72.950580;160.517180;(-72.950580, 160.517180)
Frontier Mountain 10086;Valid;H6;4,7;Found;01-janv-11;54815;-72.951950;160.507570;(-72.951950, 160.507570)
Frontier Mountain 10087;Valid;H6;2,4;Found;01-janv-11;54816;-72.951950;160.507570;(-72.951950, 160.507570)
Frontier Mountain 10091;Valid;L5;4,8;Found;01-janv-11;54848;-72.952400;160.469830;(-72.952400, 160.469830)
Frontier Mountain 10092;Valid;L4;2,1;Found;01-janv-11;54849;-72.963130;160.499920;(-72.963130, 160.499920)
Frontier Mountain 10097;Valid;LL3;7,7;Found;01-janv-11;54880;-72.952850;160.485080;(-72.952850, 160.485080)
Frontier Mountain 10098;Valid;LL3;2,1;Found;01-janv-11;54881;-72.952830;160.485130;(-72.952830, 160.485130)
Frontier Mountain 10101;Valid;H5;1,2;Found;01-janv-11;54817;-72.951450;160.510870;(-72.951450, 160.510870)
